News,Target
"
Chemical weapons have been used ""probably 20 times"" since the Persian Gulf War.
",0
"
""The government does not need a warrant to read your old emails.""
",1
"
""CBO reports that delaying the Obamacare individual mandate will reduce the deficit by $35 billion over ten years.""
",0
"
The Libertarian Party ""is the third-largest political party in the U.S.""
",0
"
Says he would be first CPA to serve as Texas comptroller.
",1
"
Says U.S. Rep. Tom Price is sending letters both supporting and opposing the ""small-business killing Internet Tax Mandate.""
",0
"
""Trenton politicians cut $1.3 billion from education.""
",1
"
Says Gov. Scott Walker ""hasn't done a public event this entire year.""
",0
"
""Wind power is the most undependable form of renewable energy.""
",0
"
""Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.""
",1
"
Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions
",0
"
An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was ""dragged through the streets"" and abused.
",0
"
""We cut business taxes so today 70 percent of our businesses don't pay a business tax.""
",0
"
On support for Ted Cruz
",0
"
""We will have the highest general revenue in state history next year. Conservative pro-growth policies work in our state.""
",0
"
""Rep. Frank Wolf voted to allow terror suspects to buy guns.""
",0
"
About 40 percent of U.S. illegal immigrants ""came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.""
",0
"
The number of African-American men in prison has increased fivefold since he left office.
",0
"
Says every day of a special session costs taxpayers $40,000.
",0
"
Says Obama ""exempted Congress and their staff from the full effect of the (health care) law.""
",0
"
According to a recent poll, ""there are more young Republicans enrolled in their parents' (health insurance) plans than young Democrats.""
",1
"
Says there's a ""100-year-old international norm not to use chemical weapons.""
",0
"
""The average family premium has increased by 29% under Obama!""
",0
"
""The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.""
",0
"
A proposed San Antonio ordinance will allow men into women’s restrooms in the city.
",0
"
Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.
",1
"
Under the Endangered Species Act, ""only 1 percent of the species that have been listed have actually been delisted.""
",0
"
Fleeing Syria, ""a million children are now refugees.""
",1
"
""There’s only one candidate under investigation -- Terry McAuliffe.""
",0
"
Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over ""with the paperwork.""
",0
"
""The city of Portland has won more national Constitution contests than any city in America.""
",1
"
Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.
",0
"
Congress secured special Obamacare rules ""to prevent their healthcare costs from rising.""
 
 ",0
"
Because of Gov. Scott Walker’s budgeting, a greater percentage of general fund tax dollars is ""going to pay off debt than ever before in our history.""
",0
"
Says Cory Booker ""supports late-term and partial-birth abortion and opposes safety regulations.""
",0
"
""Minnesota, Michigan, Iowa already have 70 mph"" speed limits on rural interstates, and ""we see that they’ve been able to do it safely.""
",0
"
The R.I. Turnpike and Bridge Authority ""was supposed to exist only until the bonds used to build the Newport Bridge were paid off through tolls. Once the bonds were paid, the Newport Bridge was to be transferred to the State of Rhode Island and become toll-free.""
",0
"
Half of Oregon university students are on Pell Grants.
",0
"
Offshore wind power is ""significantly less expensive than solar energy.""
",0
"
""Every year, more than $40 million are leaving Missouri for the Lone Star State.""
",0
"
""We are about halfway"" to the president’s goal to cut greenhouse gas emissions and ""about half of that is because of the substitution of natural gas for coal in the power sector.""
",0
"
Says that ""unlike Texas, Missouri has a perfect AAA credit rating.""
",1
"
South Carolina has ""the fastest-growing economy in the Southeast.""
",0
"
""While fat-cat bureaucrats at the Department of Education are getting paid an average salary of $102,000 a year, teachers in Georgia are getting paid half of that.""
",0
"
In the Wisconsin health insurance exchange, ""the Society of Actuaries points out that there'll be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.""
",0
"
""America’s gun-related homicide rate … would be about the same as Belgium’s if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.""
",0
"
Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit ""unlimited carbon pollution into our air""
",1
"
""Congressman Patrick Murphy voted to keep the scandal-ridden IRS in charge of enforcing Obamacare.""
 
",0
"
The 2010 DREAM Act failed despite ""strong bipartisan support.""
",0
"
Says U.N. arms treaty will mandate a ""new international gun registry.""
",0
"
""I’ve got the spending down, I’ve got the debt down a little bit, I’ve got the reserves up.""
",0
"
""I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000.""
",0
